"DateUncertainty"	"Date"	"Year"	"Time"	"AP"	"ID"	"L1"	"L2"	"L3"	"L4"	"R1"	"R2"	"R3"	"Nest"	"Focal"	"Bled"	"Recap"	"NewFemale"	"Plasma"	"DateBled"	"Sex"	"Tissue"	"CCL"	"CCW"	"SCL"	"SCW"	"PL"	"PW"	"NumLeech"	"ClutchSize"	"TopEgg"	"NestDepth"	"LogNumTop"	"LogNumMid"	"LogNumBott"	"LoggerNum"	"LaunchDate"	"FisheyePhoto"	"DateDead"	"Predated"	"NumEggsHatched"	"NumEggsDead"	"egg1"	"egg2"	"egg3"	"egg4"	"egg5"	"egg6"	"egg7"	"egg8"	"egg9"	"egg10"	"egg11"	"egg12"	"egg13"	"egg14"	"egg15"	"egg16"	"egg17"	"egg18"	"egg19"	"egg20"	"egg21"	"egg22"	"MeanEggMass"	"Toeclip"	"Cort"	"Clutch"	"NumPectoralRidges"	"Comments"	"NestNotes"	"Veg.N"	"Veg.S"	"Veg.E"	"Veg.W"	"Film"	"Primi"	"JanzenNum"	"SoilType"	"Aspect"	"Slope"	"L.Foreclaw"	"Location"	"Aquatic"	"Deceased"	"newID"	"TrueID"	"UnknownID"	"Flag"	"YearDayLaid"	"Flagbin"	"Dummy"	"SexComments"	"Age"	"Cohort"	"Xcoord"	"Ycoord"	"DTW"	"Match"
NA	6/5/17	2017	458	PM	NA	1	11	NA	NA	1	10	NA	93	NA	Y	Y	N	Y	NA	Female	NA	175	150	164.32	120.74	153.83	102.11	NA	NA	5.9	8.8	NA	NA	NA	NA	NA	85	"6/6/17"	TRUE	NA	NA	8.08	8.26	8.32	8.55	7.96	8.48	9.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"6 verts, 5 L costals, re-filed"	"Cavity very wide and lot of extra space"	NA	NA	NA	NA	NA	FALSE	NA	Loam	181	5	NA	"South Potters"	NA	NA	101110000011000	101110000011000	0	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	0
NA	6/5/17	2017	459	PM	NA	9	10	NA	NA	9	11	NA	94	NA	Y	Y	N	Y	NA	Female	NA	169	149	158.08	111.76	150.01	90.35	NA	NA	1.9	7.3	NA	NA	NA	NA	NA	107	"6/7/17"	TRUE	NA	NA	8.48	7.85	8.19	8.36	8.2	7.75	8.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA			NA	NA	NA	NA	NA	FALSE	NA	LoamGravel	65	8	NA	"South Potters"	NA	NA	109100000091100	109100000091100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/5/17	2017	503	PM	NA	2	10	NA	NA	2	8	NA	95	NA	Y	Y	N	Y	NA	Female	NA	178	154	167.04	118.27	157.24	100.02	NA	NA	4.5	8.9	NA	NA	NA	NA	NA	22	"6/7/17"	TRUE	NA	NA	6.13	6.27	6.11	5.93	6.4	6	6.06	6.15	5.93	6.25	6.17	6.01	6.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"2 marks very faint- verified in mom files, circular scar on vert 1"		NA	NA	NA	NA	NA	FALSE	NA	Loam	61	8	NA	"South Potters"	NA	NA	102100000020800	102100000020800	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/5/17	2017	554	PM	NA	3	8	10	NA	8	NA	NA	96	NA	Y	Y	N	Y	NA	Female	NA	197	163	180.95	128.44	172.7	104.95	NA	NA	4	9.7	NA	NA	NA	NA	NA	105	"6/6/17"	TRUE	NA	NA	6.89	6.96	7.2	7.3	6.34	6.63	6.97	6.99	7.22	7.26	7.26	7.08	7.14	6.84	6.96	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Propeller damage to L1&2marg-L1 costal/1 vert and R9 marg"		NA	NA	NA	NA	NA	FALSE	NA	Gravel	43	2	NA	"South Potters"	NA	NA	103081000080000	103081000080000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/5/17	2017	608	PM	NA	1	8	12	NA	3	NA	NA	97	NA	Y	Y	N	Y	NA	Female	NA	167	141	157.32	112.1	150.55	93.92	NA	NA	1.9	8.4	NA	NA	NA	NA	NA	7945	"6/6/17"	TRUE	NA	NA	7.12	7.03	7.07	6.63	7.12	6.48	6.73	6.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	10	"Re-filed, healed wound on chin, 3 mark off-center"		NA	NA	NA	NA	NA	FALSE	NA	Loam	91	8	NA	"South Potters"	NA	NA	101081200030000	101081200030000	0	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	0
NA	6/5/17	2017	624	PM	NA	1	3	NA	NA	10	11	NA	98	NA	Y	Y	N	Y	NA	Female	NA	170	142	161.83	116.4	153.14	95.48	NA	NA	6.7	8.4	NA	NA	NA	NA	NA	33	"7/7/17"	TRUE	NA	NA	6.73	7	6.86	7.11	7.21	7.26	7.09	6.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Chipped L12 marg., re-filed"		NA	NA	NA	NA	NA	FALSE	NA	LoamGravel	76	11	NA	"South Potters"	NA	NA	101030000101100	101030000101100	0	NA	NA	NA	NA	NA	22	NA	NA	NA	NA	0
NA	6/5/17	2017	628	PM	NA	1	NA	NA	NA	8	9	NA	99	NA	Y	Y	N	Y	NA	Female	NA	173	151	163.22	121.58	157.22	97.25	NA	NA	3.4	8.9	NA	NA	NA	NA	NA	101	"6/6/17"	TRUE	NA	NA	7.78	7.68	7.72	8.34	7.49	8.01	7.7	7.86	7.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA			NA	NA	NA	NA	NA	FALSE	NA	Gravel	305	3	NA	"South Potters"	NA	NA	101000000080900	101000000080900	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/5/17	2017	644	PM	NA	2	3	9	NA	10	NA	NA	100	NA	Y	Y	N	Y	NA	Female	NA	160	143	151.72	109.84	144.81	94.2	NA	NA	6.8	9	NA	NA	NA	NA	NA	78	"6/6/17"	TRUE	NA	NA	6.98	7.74	7.39	7.68	7.08	7.38	7.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	Re-filed		NA	NA	NA	NA	NA	FALSE	NA	Gravel	193	8	NA	"South Potters"	NA	NA	102030900100000	102030900100000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/5/17	2017	705	PM	NA	1	3	9	NA	8	10	NA	101	NA	Y	Y	N	Y	NA	Female	NA	164	153	154.78	119.46	148.93	98.04	NA	NA	5.8	8.6	NA	NA	NA	NA	NA	7940	"6/6/17"	TRUE	NA	NA	6.65	7.57	6.9	7.14	7.69	7	8.02	7.77	8.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"6 verts, 5R costals, chipped L2 and R2 margs., re-filed"		NA	NA	NA	NA	NA	FALSE	NA	Loam	96	9	NA	"South Potters"	NA	NA	101030900081000	101030900081000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/5/17	2017	710	PM	NA	3	11	NA	NA	11	NA	NA	102	NA	Y	Y	N	Y	NA	Female	NA	182	160	170.19	126.34	165.04	103.99	NA	NA	5.2	9.3	NA	NA	NA	NA	NA	89	"6/6/17"	TRUE	NA	NA	7.51	7.42	7.86	7.48	7.66	7.48	7.74	7.74	7.38	7.65	7.62	7.58	7.02	7.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA			NA	NA	NA	NA	NA	FALSE	NA	Loam	214	1	NA	"South Potters"	NA	NA	103110000110000	103110000110000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/5/17	2017	750	PM	NA	9	12	NA	NA	2	9	NA	103	NA	Y	Y	N	Y	NA	Female	NA	185	160	169.52	121.67	156.71	104.51	NA	NA	2.1	9.2	NA	NA	NA	NA	NA	7930	"6/7/17"	TRUE	NA	NA	7.07	7.96	6.18	7.94	6.32	7.66	7.99	7.85	7.58	7.67	7.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Chip in between gular scutes, re-filed"	"Partially predated on 6 June 2017- some eggs and ibutton left in open  cavity. 7 June 2017- rest of eggs depredated, ibutton  gone"	NA	NA	NA	NA	NA	FALSE	NA	LoamSand	NA	0	NA	"South Potters"	NA	NA	109120000020900	109120000020900	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/5/17	2017	727	PM	NA	2	8	10	NA	11	NA	NA	104	NA	Y	Y	N	Y	NA	Female	NA	180	158	167	122.48	155.67	100.9	NA	NA	3.1	8.1	NA	NA	NA	NA	NA	3	"6/7/17"	TRUE	NA	NA	6.98	7.1	6.59	6.93	6.84	7.25	7.35	6.57	6.25	7.15	6.78	6.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	8			NA	NA	NA	NA	NA	FALSE	NA	Loam	240	2	NA	"South Potters"	NA	NA	102081000110000	102081000110000	0	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0
NA	6/5/17	2017	727	PM	NA	8	NA	NA	NA	3	8	NA	105	NA	Y	Y	N	Y	NA	Female	NA	183	161	170.53	119.56	157.26	99.32	NA	NA	6.2	9.8	NA	NA	NA	NA	NA	34	"6/6/17"	TRUE	NA	NA	7.07	6.99	7.47	7.62	7.27	7.12	6.76	7.07	7.29	7.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Scar on R abdominal"		NA	NA	NA	NA	NA	FALSE	NA	LoamGravel	248	3	NA	"South Potters"	NA	NA	108000000030800	108000000030800	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/5/17	2017	808	PM	NA	9	10	NA	NA	8	12	NA	106	NA	Y	Y	N	Y	NA	Female	NA	180	161	167.83	123.41	156.8	101.49	NA	NA	6.4	8.6	NA	NA	NA	NA	NA	43	"6/7/17"	TRUE	NA	NA	7.03	7.05	7.15	7.44	6.97	7.65	6.99	6.97	7.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA			NA	NA	NA	NA	NA	FALSE	NA	Loam	152	4	NA	"South Potters"	NA	NA	109100000081200	109100000081200	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/5/17	2017	747	PM	NA	3	9	NA	NA	1	11	NA	107	NA	Y	Y	N	Y	NA	Female	NA	178	161	166.63	127.03	160.78	102.92	NA	NA	4.8	9.2	NA	NA	NA	NA	NA	6	"6/6/17"	TRUE	NA	NA	8.01	7.66	7.36	7.64	7.72	7.16	7.09	7.68	7.79	7.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA			NA	NA	NA	NA	NA	FALSE	NA	Loam	221	1	NA	"South Potters"	NA	NA	103090000011100	103090000011100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/7/17	2017	748	AM	NA	2	3	10	NA	11	NA	NA	108	NA	Y	Y	N	Y	NA	Female	NA	164	147	154.83	115.69	143.65	98.38	NA	NA	4.7	9	NA	NA	NA	NA	NA	27	"6/9/17"	TRUE	NA	NA	5.94	6.45	6.33	6.25	5.74	5.93	6.05	6.25	6.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"This female is one of multiple 2, 3, 10-11 turtles; no abnorms"		NA	NA	NA	NA	NA	FALSE	NA	Loam	159	8	NA	"South Potters"	NA	NA	102031000110000	102031000110000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/6/17	2017	506	PM	NA	3	8	9	NA	2	NA	NA	109	NA	Y	N	Y	Y	NA	Female	NA	160	136	151.46	107.8	143.13	88.3	NA	NA	6.5	NA	NA	NA	NA	NA	NA	10.6	"6/7/17"	TRUE	NA	NA	4.16	4.74	4.81	5.03	5.12	5.14	5.05	NA	4.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA			NA	NA	NA	NA	NA	FALSE	NA	Sand	175	13	NA	"South Potters"	NA	NA	103080900020000	103080900020000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/6/17	2017	536	PM	NA	3	11	NA	NA	3	9	NA	110	NA	Y	Y	N	Y	NA	Female	NA	161	141	151.95	113.18	143.72	93.48	NA	NA	6.7	8.4	NA	NA	NA	NA	NA	30	"6/7/17"	TRUE	NA	NA	NA	6.47	6.97	6.53	6.9	6.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	8	"Marked as juv-filed, 4th vert extra wide, 4th costals small"		NA	NA	NA	NA	NA	FALSE	NA	Loam	244	5	NA	"South Potters"	NA	NA	103110000030900	103110000030900	0	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0
NA	6/6/17	2017	604	PM	NA	12	NA	NA	NA	10	12	NA	111	NA	Y	Y	N	Y	NA	Female	NA	175	143	161.47	114.66	152.8	98.91	NA	NA	4.4	8.4	NA	NA	NA	NA	NA	95	"6/7/17"	TRUE	NA	NA	6.11	6.37	6.16	6.59	5.67	6.92	6.36	6.66	6.34	5.89	5.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"L3 costal wrinkled, small chip L2 marg., edge of gular sticks out past humoral"		NA	NA	NA	NA	NA	FALSE	NA	LoamSand	53	2	NA	"South Potters"	NA	NA	112000000101200	112000000101200	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/6/17	2017	607	PM	NA	1	3	9	NA	8	10	NA	112	NA	Y	Y	N	Y	NA	Female	NA	184	158	165.7	121.75	153.33	100.92	NA	NA	5.4	9.5	NA	NA	NA	NA	NA	49	"6/7/17"	TRUE	NA	NA	7.8	7.83	7.35	7.48	7.98	7.36	8.28	7.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"6 verts; 1st mishappen 5th very small; 5 L costals, 5th very small"	"2 females identified as this mark- this individual"	NA	NA	NA	NA	NA	FALSE	NA	Loam	145	1	NA	"South Potters"	NA	NA	101030900081000	101030900081000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	7/6/17	2017	731	PM	NA	2	8	10	NA	10	NA	NA	113	NA	Y	Y	N	Y	NA	Female	NA	159	134	148.51	104.06	138.53	85.44	NA	NA	3.7	6.7	NA	NA	NA	NA	NA	67	"6/7/17"	TRUE	NA	NA	6.2	6.29	NA	5.84	6.15	5.89	5.86	6.14	6.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	6	"6 verts"	NA	NA	NA	NA	NA	NA	FALSE	NA	Gravel	79	2	NA	"South Potters"	NA	NA	102081000100000	102081000100000	0	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0
NA	6/6/17	2017	914	PM	NA	2	8	12	NA	2	NA	NA	114	NA	Y	Y	N	Y	NA	Female	NA	158	137	149.96	110.05	143.18	88.76	NA	NA	3.7	8	NA	NA	NA	NA	NA	7756	"6/7/17"	TRUE	NA	NA	5.9	5.99	5.89	6.14	5.96	5.9	6.11	6.29	5.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	5			NA	NA	NA	NA	NA	FALSE	NA	Loam	281	2	NA	"South Potters"	NA	NA	102081200020000	102081200020000	0	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0
NA	6/7/17	2017	547	PM	NA	11	NA	NA	NA	1	8	9	115	NA	Y	Y	N	Y	NA	Female	NA	157	136	148.56	106.89	139.43	87.63	NA	NA	4.7	7.8	NA	NA	NA	NA	NA	65	"6/9/17"	TRUE	NA	NA	7.37	7.31	7.32	7.01	7.37	7.57	7.41	7.27	7.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	7	"Juvi marks-filed into notches, chip between R2&3"		NA	NA	NA	NA	NA	FALSE	NA	Gravel	107	7	NA	"South Potters"	NA	NA	111000000010809	111000000010809	0	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0
NA	6/9/17	2017	754	PM	NA	3	8	9	NA	11	NA	NA	116	NA	Y	N	Y	Y	NA	Female	NA	173	155	164.82	121.3	155.25	164.9	NA	NA	5	8	NA	NA	NA	NA	NA	149	"6/10/17"	TRUE	NA	NA	6.62	5.97	6.32	6.99	6.82	6.82	6.58	6.2	6.48	6.51	6.77	6.16	7.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA			NA	NA	NA	NA	NA	FALSE	NA	Loam	288	1	NA	"South Potters"	NA	NA	103080900110000	103080900110000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/9/17	2017	720	PM	NA	10	12	NA	NA	8	9	NA	117	NA	Y	Y	N	Y	NA	Female	NA	182	149	168.58	118.7	160.94	101.34	NA	NA	NA	8	NA	NA	NA	NA	NA	7922	"6/10/17"	TRUE	NA	NA	8.94	9.42	8.86	9.14	9.44	9.48	8.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Wound between humoral scutes on midline"		NA	NA	NA	NA	NA	FALSE	NA	Loam	NA	0	NA	"South Potters"	NA	NA	110120000080900	110120000080900	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/9/17	2017	417	PM	NA	2	9	12	NA	8	NA	NA	118	NA	Y	Y	N	Y	NA	Female	NA	185	167	172.4	129.68	160.59	108.24	NA	NA	4.6	8	NA	NA	NA	NA	NA	145	"6/10/17"	TRUE	NA	NA	6.27	6.03	6.5	6.41	6.49	6.85	6.38	6.3	6.39	6.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA			NA	NA	NA	NA	NA	FALSE	NA	Loam	185	2	NA	"South Potters"	NA	NA	102091200080000	102091200080000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/7/17	2017	536	PM	NA	8	10	NA	NA	2	3	8	119	NA	Y	Y	N	Y	NA	Female	NA	176	156	164.44	115.35	151.49	95.47	NA	NA	3.4	9.7	NA	NA	NA	NA	NA	138	"6/9/17"	TRUE	NA	NA	7.04	6.9	NA	NA	7.18	7.08	6.75	6.57	6.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Scarring between pectoral plastron scutes, chip on 3&4 marginal matches best to 8,10- 2,3,8 records given possible options, but 2 and 8 looked more like damage."		NA	NA	NA	NA	NA	FALSE	NA	Gravel	86	6	NA	"South Potters"	NA	NA	108100000020308	108100000020308	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/7/17	2017	707	PM	NA	3	8	9	NA	3	NA	NA	121	NA	Y	N	Y	Y	NA	Female	NA	160	142	150.82	106.55	145.24	88.12	NA	NA	4.1	7.5	NA	NA	NA	NA	NA	137	"6/9/17"	TRUE	NA	NA	6.92	6.64	6.58	7.37	6.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA			NA	NA	NA	NA	NA	FALSE	NA	Loam	95	3	NA	"South Potters"	NA	NA	103080900030000	103080900030000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/9/17	2017	548	PM	NA	1	3	8	NA	8	NA	NA	122	NA	Y	Y	N	Y	NA	Female	NA	185	162	171.94	125.13	168.22	102.83	NA	NA	4.2	8.7	NA	NA	NA	NA	NA	144	"6/11/17"	TRUE	NA	NA	7.81	7.8	8.28	8.33	8.01	8.58	8.27	8.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Propeller damage to L12 marg. (split) and 5th vert. chip to R1&3; refiled"		NA	NA	NA	NA	NA	FALSE	NA	Loam	184	1	NA	"South Potters"	NA	NA	101030800080000	101030800080000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/9/17	2017	552	PM	NA	2	3	12	NA	8	NA	NA	123	NA	Y	Y	N	Y	NA	Female	NA	153	137	142.48	105.71	136.1	85.62	NA	NA	4	7.3	NA	NA	NA	NA	NA	139	"6/10/17"	TRUE	NA	NA	6.5	6.47	6.6	5.75	6.3	6.19	6.51	5.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Damage to L3&4 marg; cracked L8 marg; damage (a lot) to R marg."		NA	NA	NA	NA	NA	FALSE	NA	Gravel	140	15	NA	"South Potters"	NA	NA	102031200080000	102031200080000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/8/17	2017	607	PM	NA	9	10	NA	NA	3	NA	NA	124	NA	Y	Y	N	Y	NA	Female	NA	166	140	157.88	113.85	143.79	92.74	NA	NA	6.4	8.4	NA	NA	NA	NA	NA	7754	"6/9/17"	TRUE	NA	NA	8.15	8.22	8.38	7.78	8.29	3.62	8.07	8.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"There are 2 turtles marked 9,10-3, this turtle is the smaller of the two."		NA	NA	NA	NA	NA	FALSE	NA	Gravel	47	2	NA	"South Potters"	NA	NA	109100000030000	409100000030000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/9/17	2017	800	PM	NA	1	2	8	NA	12	NA	NA	125	NA	Y	Y	N	Y	NA	Female	NA	194	162	179.3	129.63	165.09	109.24	NA	NA	3	9	NA	NA	NA	NA	NA	140	"6/10/17"	TRUE	NA	NA	7.58	8.07	7.63	7.58	7.71	7.5	7.31	8.17	7.72	8.02	8.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Hole between R1&2 marginal"		NA	NA	NA	NA	NA	FALSE	NA	LoamGravel	178	5	NA	"South Potters"	NA	NA	101020800120000	101020800120000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/9/17	2017	435	PM	NA	10	12	NA	NA	3	11	NA	126	NA	Y	Y	N	Y	NA	Female	NA	166	142	155.73	111.98	150.63	92.68	NA	NA	4	9.5	NA	NA	NA	NA	NA	143	"6/11/17"	TRUE	NA	NA	7.79	7.69	7.78	7.59	7.56	7.59	7.68	7.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	9			NA	NA	NA	NA	NA	FALSE	NA	Gravel	140	15	NA	"South Potters"	NA	NA	110120000031100	110120000031100	0	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	0
NA	6/9/17	2017	451	PM	NA	3	9	NA	NA	11	NA	NA	127	NA	Y	Y	N	Y	NA	Female	NA	164	143	155.51	112.21	146	92.16	NA	NA	5.1	8.3	NA	NA	NA	NA	NA	187	"6/14/17"	TRUE	NA	NA	7.46	NA	7.14	NA	NA	7.43	8.05	7.48	7.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Y	NA	NA	NA	"Damge to R7 marg. and R femoral and anal scutes; chip on R2 marg. and re-filed, extra bridge scute on L side"		NA	NA	NA	NA	NA	FALSE	NA	Gravel	140	15	NA	"South Potters"	NA	NA	103090000110000	403090000110000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/6/17	2017	552	PM	NA	1	3	9	11	NA	NA	NA	128	NA	Y	Y	N	Y	NA	Female	NA	131	155	169.1	121.45	158.95	98.5	NA	NA	7.2	8.5	NA	NA	NA	NA	NA	141	"6/9/17"	TRUE	NA	NA	8.18	7.78	7.59	7.96	7.95	7.69	7.23	7.8	7.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Tiny extra scute bottom left pectoral; large chip L marg. 4, chipped R10 and between 10&11 marginal"		NA	NA	NA	NA	NA	FALSE	NA	Loam	74	6	NA	"South Potters"	NA	NA	101030911000000	101030911000000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/7/17	2017	804	PM	NA	9	11	NA	NA	1	9	NA	129	NA	Y	Y	N	Y	NA	Female	NA	161	142	153.08	117.37	145.7	96.91	NA	NA	4	8.3	NA	NA	NA	NA	NA	146	"6/9/17"	TRUE	NA	NA	7.14	7.04	7.11	7.41	6.94	7.5	7.02	7.36	7.22	7.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Chipped nail on left side"		NA	NA	NA	NA	NA	FALSE	NA	LoamGravel	70	6	NA	"South Potters"	NA	NA	109110000010900	109110000010900	0	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	0
NA	6/8/17	2017	814	PM	NA	1	3	12	NA	9	NA	NA	130	NA	Y	Y	N	Y	NA	Female	NA	173	148	161.52	117.69	152.25	91.85	NA	NA	2.7	7.5	NA	NA	NA	NA	NA	142	"6/9/17"	TRUE	NA	NA	6.53	6.14	6.17	6.23	6.33	6.22	6.1	6.24	6.05	6.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	9	"Refiled, 3 extra bridge scutes on each side"		NA	NA	NA	NA	NA	FALSE	NA	Loam	69	8	NA	"South Potters"	NA	NA	101031200090000	101031200090000	0	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	0
NA	6/7/17	2017	537	PM	NA	9	12	NA	NA	10	NA	NA	131	NA	Y	Y	N	Y	NA	Female	NA	177	153	167.5	119.45	156.1	100.67	NA	NA	5.1	10	NA	NA	NA	NA	NA	155	"6/9/17"	TRUE	NA	NA	7.48	7.66	6.83	7.53	7.27	6.86	7.02	7.62	7.02	7.4	7.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Chip to 2/8 L marginals;"		NA	NA	NA	NA	NA	FALSE	NA	Loam	216	5	NA	"South Potters"	NA	NA	109120000100000	109120000100000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/9/17	2017	924	PM	NA	1	11	NA	NA	9	NA	NA	132	NA	Y	Y	N	Y	NA	Female	NA	156	129	148.32	98.61	137.18	83.81	NA	NA	3.4	8.3	NA	NA	NA	NA	NA	184	"6/10/17"	TRUE	NA	NA	7.55	7.69	8.08	7.91	7.93	7.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Damage on 2&3 Left marg.; Dent on 2nd left costal"		NA	NA	NA	NA	NA	FALSE	NA	Loam	73	13	NA	"South Potters"	NA	NA	101110000090000	401110000090000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
