"DateUncertainty"	"Date"	"Year"	"Time"	"AP"	"ID"	"L1"	"L2"	"L3"	"L4"	"R1"	"R2"	"R3"	"Nest"	"Focal"	"Bled"	"Recap"	"NewFemale"	"Plasma"	"DateBled"	"Sex"	"Tissue"	"CCL"	"CCW"	"SCL"	"SCW"	"PL"	"PW"	"NumLeech"	"ClutchSize"	"TopEgg"	"NestDepth"	"LogNumTop"	"LogNumMid"	"LogNumBott"	"LoggerNum"	"LaunchDate"	"FisheyePhoto"	"DateDead"	"Predated"	"NumEggsHatched"	"NumEggsDead"	"egg1"	"egg2"	"egg3"	"egg4"	"egg5"	"egg6"	"egg7"	"egg8"	"egg9"	"egg10"	"egg11"	"egg12"	"egg13"	"egg14"	"egg15"	"egg16"	"egg17"	"egg18"	"egg19"	"egg20"	"egg21"	"egg22"	"MeanEggMass"	"Toeclip"	"Cort"	"Clutch"	"NumPectoralRidges"	"Comments"	"NestNotes"	"Veg.N"	"Veg.S"	"Veg.E"	"Veg.W"	"Film"	"Primi"	"JanzenNum"	"SoilType"	"Aspect"	"Slope"	"L.Foreclaw"	"Location"	"Aquatic"	"Deceased"	"newID"	"TrueID"	"UnknownID"	"Flag"	"YearDayLaid"	"Flagbin"	"Dummy"	"SexComments"	"Age"	"Cohort"	"Xcoord"	"Ycoord"	"DTW"	"Match"
NA	6/9/17	2017	544	PM	NA	9	NA	NA	NA	11	12	NA	133	NA	Y	Y	N	Y	NA	Female	NA	187	160	175.28	123.62	164.93	101.76	NA	NA	3.2	7.5	NA	NA	NA	NA	NA	162	"6/10/17"	TRUE	NA	NA	6.94	7.08	7.71	7.1	7.43	7.85	7.6	7.89	7.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"refiled; chips on R2 marg; crooked nucle scute "		NA	NA	NA	NA	NA	FALSE	NA	Loam	15	19	NA	"South Potters"	NA	NA	109000000111200	109000000111200	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/3/17	2017	841	PM	NA	2	3	11	NA	1	NA	NA	134	NA	Y	Y	N	Y	NA	Female	NA	167	141	157.05	117.32	144.93	95.74	NA	NA	1.7	8	NA	NA	NA	NA	NA	160	"6/9/17"	TRUE	NA	NA	6.35	NA	6.85	6.68	6.51	7.37	6.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	7			NA	NA	NA	NA	NA	FALSE	NA	Loam	71	3	NA	"South Potters"	NA	NA	102031100010000	102031100010000	0	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0
NA	6/8/17	2017	511	PM	NA	12	NA	NA	NA	1	11	NA	135	NA	Y	Y	N	Y	NA	Female	NA	180	154	168.54	124.46	161.26	107.64	NA	NA	3.6	9	NA	NA	NA	NA	NA	159	"6/9/17"	TRUE	NA	NA	6.96	6.96	7.1	7.31	NA	6.91	7.09	6.7	7.01	6.71	7.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Y	NA	NA	NA	"Re-filed; chip on R8 marg.; chip right humoral; damage to ridge on right; stumpy tail"		NA	NA	NA	NA	NA	FALSE	NA	Loam	248	10	NA	"South Potters"	NA	NA	112000000011100	112000000011100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/7/17	2017	841	PM	NA	8	10	NA	NA	2	8	NA	136	NA	Y	Y	N	Y	NA	Female	NA	193	167	183.95	123.82	168.94	102.69	NA	NA	3.6	9.3	NA	NA	NA	NA	NA	168	"6/9/17"	TRUE	NA	NA	6.88	7.13	6.86	6.87	7.2	6.91	6.98	6.86	7.19	6.79	7.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Y	NA	NA	NA	"7 verts; 3 L costals; small chip in both gulars"		NA	NA	NA	NA	NA	FALSE	NA	Gravel	318	10	NA	"South Potters"	NA	NA	108100000020800	108100000020800	0	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	0
NA	6/9/17	2017	815	PM	NA	3	8	12	NA	12	NA	NA	137	NA	Y	Y	N	Y	NA	Female	NA	175	154	165.09	120.8	156.15	101.15	NA	NA	2.5	7.5	NA	NA	NA	NA	NA	174	"6/10/17"	TRUE	NA	NA	6.56	6.52	6.6	NA	6.72	6.26	6.78	6.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	6			NA	NA	NA	NA	NA	FALSE	NA	Loam	264	6	NA	"South Potters"	NA	NA	103081200120000	103081200120000	0	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0
NA	6/9/17	2017	729	PM	NA	2	11	12	NA	8	NA	NA	138	NA	Y	Y	N	Y	NA	Female	NA	168	143	157.45	115.53	148.16	97.35	NA	NA	4	7	NA	NA	NA	NA	NA	175	"6/10/17"	TRUE	NA	NA	6.6	6.71	6.35	6.44	6.84	6.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Wound on chin, re-filed"		NA	NA	NA	NA	NA	FALSE	NA	Loam	59	7	NA	"South Potters"	NA	NA	102111200080000	102111200080000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/8/17	2017	720	PM	NA	3	8	9	NA	10	NA	NA	139	NA	Y	N	Y	Y	NA	Female	NA	147	131	137.93	106.82	128.61	90.7	NA	NA	4	7.5	NA	NA	NA	NA	NA	173	"6/9/17"	TRUE	NA	NA	4.19	4.61	4.31	4.47	4.2	4.33	4.35	4.1	4.56	4.77	4.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	6	"5 L Costals"		NA	NA	NA	NA	NA	FALSE	NA	Loam	328	3	NA	"South Potters"	NA	NA	103080900100000	103080900100000	0	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0
NA	6/10/17	2017	1240	PM	NA	8	10	NA	NA	2	3	NA	140	NA	Y	Y	N	Y	NA	Female	NA	167	145	157.16	115.14	154.66	98.86	NA	NA	0	NA	NA	NA	NA	NA	NA	7937	"7/10/17"	TRUE	NA	NA	NA	8.12	7.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Y	NA	NA	NA	"Missing rear feet"		NA	NA	NA	NA	NA	FALSE	NA	Loam	137	7	NA	"South Potters"	NA	NA	108100000020300	108100000020300	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/8/17	2017	308	PM	NA	3	NA	NA	NA	3	8	9	141	NA	Y	Y	N	Y	NA	Female	NA	186	164	170.74	124.35	156.66	100.78	NA	NA	7.3	10.9	NA	NA	NA	NA	NA	153	"6/10/17"	TRUE	NA	NA	6.2	6.39	6.53	6.6	6.27	6.1	6.51	6.26	6.66	6.05	6.18	5.85	6	6.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Propeller damage to R7 marg. and R10-11 marg."	"Some eggs oddly shaped"	NA	NA	NA	NA	NA	FALSE	NA	Gravel	97	11	NA	"South Potters"	NA	NA	103000000030809	103000000030809	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/9/17	2017	458	PM	NA	1	12	NA	NA	1	3	NA	142	NA	Y	Y	N	Y	NA	Female	NA	187	167	172.21	127.17	163.07	105.28	NA	NA	7.6	10.9	NA	NA	NA	NA	NA	7852	"6/10/17"	TRUE	NA	NA	8.5	8.65	8.3	8.43	8.28	8.44	8.38	8.5	8.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Re-filed, chipped L3 marginal, 8-10 marginal chipped"		NA	NA	NA	NA	NA	FALSE	NA	Loam	108	7	NA	"South Potters"	NA	NA	101120000010300	101120000010300	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/8/17	2017	404	PM	NA	3	10	11	NA	8	NA	NA	143	NA	Y	N	Y	Y	NA	Female	NA	185	167	174.37	124.65	163.03	107.03	NA	NA	6.5	9.7	NA	NA	NA	NA	NA	180	"6/9/17"	TRUE	NA	NA	8.04	8.44	8.03	7.74	8.07	7.99	8.03	7.98	8.07	8.13	8.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Y	NA	NA	NA		"Potentially marked, but unidentifiable; Potential mark damaged; chip to L3 marginal, small chip L9 marg.; L10&11 marg. (turned into marks); natural dent R1 marg.; chip T8 marg. and between 11&12"	NA	NA	NA	NA	NA	FALSE	NA	LoamSand	115	3	NA	"South Potters"	NA	NA	103101100080000	103101100080000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/7/17	2017	508	PM	NA	10	12	NA	NA	1	3	NA	144	NA	Y	Y	N	Y	NA	Female	NA	171	150	159.23	117.44	156.44	96.98	NA	NA	2.8	NA	NA	NA	NA	NA	NA	7859	"6/9/17"	TRUE	NA	NA	8.41	8.57	7.76	8.42	8.02	8.04	8.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA			NA	NA	NA	NA	NA	FALSE	NA	Loam	203	1	NA	"South Potters"	NA	NA	110120000010300	110120000010300	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/7/17	2017	533	PM	NA	1	11	NA	NA	8	9	10	145	NA	Y	Y	N	Y	NA	Female	NA	182	161	170.1	122.85	164.3	101.73	NA	NA	5.3	10	NA	NA	NA	NA	NA	7860	"6/9/17"	TRUE	NA	NA	8.11	8.42	8.14	7.94	8.21	8.41	8.69	8.48	8.06	8.01	8.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Damage to L 2/3 marg.; damage to L 5/6 marg.; damage to L10 marg.; damage to 4/5 costal; damge to 2.3 marg., re-filed; chips to L12 marg."		NA	NA	NA	NA	NA	FALSE	NA	Loam	203	1	NA	"South Potters"	NA	NA	101110000080910	101110000080910	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/10/17	2017	938	AM	NA	8	10	NA	NA	1	9	NA	146	NA	Y	Y	N	Y	NA	Female	NA	185	165	174	127	164	101	NA	NA	6	9	NA	NA	NA	NA	NA	181	"6/6/17"	TRUE	NA	NA	6.98	7.24	7.03	7.12	6.65	7.41	6.94	7.05	7.22	7.45	7.3	7.09	6.68	7.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Damage on 3rd R marg."		NA	NA	NA	NA	NA	FALSE	NA	Loam	250	4	NA	"South Potters"	NA	NA	108100000010900	108100000010900	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/10/17	2017	743	PM	NA	1	3	12	NA	12	NA	NA	147	NA	Y	Y	N	Y	NA	Female	NA	180	155	166.12	118.84	157.62	99.06	NA	NA	4.3	8.8	NA	NA	NA	NA	NA	147	"6/11/17"	TRUE	NA	NA	8.05	8.29	8.19	8.74	8.65	8.98	9.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Y	NA	NA	NA	"L3 costal and scute damage; R2&3 marg. heavilly damaged, line across abdominal and femoral scutes on plastron"		NA	NA	NA	NA	NA	FALSE	NA	Loam	310	9	NA	"South Potters"	NA	NA	101031200120000	101031200120000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/10/17	2017	639	PM	NA	2	3	12	NA	9	NA	NA	148	NA	Y	Y	N	Y	NA	Female	NA	172	150	163.65	116.15	153.96	97.85	NA	NA	7	8	NA	NA	NA	NA	NA	7823	"6/14/17"	TRUE	NA	NA	5.11	4.52	4.8	5.05	4.83	4.85	4.88	4.8	4.64	5.06	4.98	NA	4.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	6	Re-filed		NA	NA	NA	NA	NA	FALSE	NA	LoamGravel	216	5	NA	"South Potters"	NA	NA	102031200090000	102031200090000	0	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0
NA	6/11/17	2017	1011	AM	NA	1	10	12	NA	11	NA	NA	149	NA	Y	Y	N	Y	NA	Female	NA	175	149	163.72	115.84	153.47	92.35	NA	NA	4.3	8.9	NA	NA	NA	NA	NA	7772	"6/14/17"	TRUE	NA	NA	5.61	7.57	7.78	7.23	7.27	7.45	7.33	6.99	5.85	7.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	Re-filed		NA	NA	NA	NA	NA	FALSE	NA	Loam	249	1	NA	"South Potters"	NA	NA	101101200110000	101101200110000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/11/17	2017	622	PM	NA	8	10	NA	NA	1	2	NA	150	NA	Y	Y	N	Y	NA	Female	NA	167	147	156.83	118.26	149.07	100.04	NA	NA	3.5	7.5	NA	NA	NA	NA	NA	7732	"6/14/17"	TRUE	NA	NA	7.54	7.45	7.07	7.48	7.55	7.78	7.41	7.63	7.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA			NA	NA	NA	NA	NA	FALSE	NA	Loam	102	4	NA	"South Potters"	NA	NA	108100000010200	108100000010200	0	NA	NA	NA	NA	NA	13	NA	NA	NA	NA	0
NA	6/11/17	2017	711	PM	NA	2	8	NA	NA	9	NA	NA	151	NA	Y	Y	N	Y	NA	Female	NA	197	175	183.02	127.37	169.15	102.34	NA	NA	5.5	9.4	NA	NA	NA	NA	NA	7848	"6/14/17"	TRUE	NA	NA	7.29	7.72	7.49	7.74	7.4	7.69	7.79	7.55	7.3	NA	8	7.48	6.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"R11 marg./R1 marg. larger than normal; borders between femoral and anal scutes curved down"		NA	NA	NA	NA	NA	FALSE	NA	LoamGravel	85	5	NA	"South Potters"	NA	NA	102080000090000	102080000090000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/11/17	2017	513	PM	NA	2	8	11	NA	1	NA	NA	152	NA	Y	Y	N	Y	NA	Female	NA	153	134	144.08	110.41	136.36	87.89	NA	NA	1.4	7.8	NA	NA	NA	NA	NA	189	"6/14/17"	TRUE	NA	NA	6.05	6.29	6.39	6.13	6.26	5.91	6.15	6.46	5.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	6			NA	NA	NA	NA	NA	FALSE	NA	Loam	83	9	NA	"South Potters"	NA	NA	102081100010000	102081100010000	0	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0
NA	6/11/17	2017	733	PM	NA	3	8	10	NA	2	NA	NA	153	NA	Y	N	Y	Y	NA	Female	NA	156	133	148.7	109.05	140.05	90.23	NA	NA	4.5	7.5	NA	NA	NA	NA	NA	178	"6/14/17"	TRUE	NA	NA	5.77	5.44	5.28	5.44	5.45	5.56	5.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	7	"Border between 4th and 5th verts is jagged"		NA	NA	NA	NA	NA	FALSE	NA	Loam	291	7	NA	"South Potters"	NA	NA	103081000020000	103081000020000	0	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0
NA	6/14/17	2017	744	PM	NA	1	8	9	NA	10	NA	NA	154	NA	Y	Y	N	Y	NA	Female	NA	174	146	158.66	113.57	147.34	95.58	NA	NA	3.3	6.8	NA	NA	NA	NA	NA	154	"6/14/17"	TRUE	NA	NA	9.19	8.25	9.27	8.82	8.95	8.13	8.41	8.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Y	NA	NA	NA	"Missing right hind leg"		NA	NA	NA	NA	NA	FALSE	NA	Loam	104	8	NA	"South Potters"	NA	NA	101080900100000	101080900100000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/11/17	2017	801	PM	NA	10	11	NA	NA	1	12	NA	155	NA	Y	Y	N	Y	NA	Female	NA	185	157	175.03	129.81	166.25	103.39	NA	NA	5.2	8.9	NA	NA	NA	NA	NA	169	"6/14/17"	TRUE	NA	NA	6.7	6.82	7.02	7.84	7.03	6.83	7.6	6.88	6.94	6.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Minor chipping to L 2nd and 3rd marginal"		NA	NA	NA	NA	NA	FALSE	NA	Loam	139	7	NA	"South Potters"	NA	NA	110110000011200	110110000011200	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/12/17	2017	943	AM	NA	2	9	11	NA	10	NA	NA	156	NA	Y	Y	N	Y	NA	Female	NA	164	148	153.58	114.65	145.7	95.53	NA	NA	4.5	7.3	NA	NA	NA	NA	NA	170	"6/14/17"	TRUE	NA	NA	6.46	6.31	6.32	6.64	6.49	6.37	6.35	6.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	7			NA	NA	NA	NA	NA	FALSE	NA	Loam	146	10	NA	"South Potters"	NA	NA	102091100100000	102091100100000	0	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0
NA	6/12/17	2017	536	PM	NA	1	11	NA	NA	2	12	NA	157	NA	Y	Y	N	Y	NA	Female	NA	166	150	158.11	112.58	149.37	94.96	NA	NA	5.3	8.8	NA	NA	NA	NA	NA	205	"6/14/17"	TRUE	NA	NA	7.84	7.91	8.16	8.12	7.94	8.28	8.33	8.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Extra plastron dent, extra bridge on right side; refiled"		NA	NA	NA	NA	NA	FALSE	NA	Loam	90	7	NA	"South Potters"	NA	NA	101110000021200	101110000021200	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/12/17	2017	622	PM	NA	9	NA	NA	NA	10	12	NA	158	NA	Y	Y	N	Y	NA	Female	NA	173	153	163.4	113.4	156.12	95.92	NA	NA	6.2	7.9	NA	NA	NA	NA	NA	200	"6/14/17"	TRUE	NA	NA	6.87	7.36	NA	7.73	7.15	6.96	6.86	7.08	6.22	7.22	6.61	6.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Tiny scute on top of L7 marginal, extra bridge scutes on both sides, chips on L2&3 marginals, refiled, neck scar"		NA	NA	NA	NA	NA	FALSE	NA	Loam	40	8	NA	"South Potters"	NA	NA	109000000101200	109000000101200	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/12/17	2017	632	PM	NA	3	8	10	NA	10	NA	NA	159	NA	Y	N	Y	Y	NA	Female	NA	167	152	159.21	117.75	151.2	101.76	NA	NA	3.9	8.2	NA	NA	NA	NA	NA	161	"6/15/17"	TRUE	NA	NA	4.81	4.73	4.51	4.1	5.11	4.6	4.91	4.41	4.88	4.81	4.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	7			NA	NA	NA	NA	NA	FALSE	NA	Loam	57	8	NA	"South Potters"	NA	NA	103081000100000	103081000100000	0	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0
NA	6/12/17	2017	657	PM	NA	8	11	12	NA	2	NA	NA	160	NA	Y	N	Y	Y	NA	Female	NA	178	163	165.88	126.66	157.67	104.63	NA	NA	5.9	9.7	NA	NA	NA	NA	NA	142	"6/14/17"	TRUE	NA	NA	7.32	6.54	7.51	6.93	7.28	7.06	6.44	6.28	6.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Damage between R1&2 marginal"		NA	NA	NA	NA	NA	FALSE	NA	Loam	50	3	NA	"South Potters"	NA	NA	108111200020000	108111200020000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/12/17	2017	721	PM	NA	3	NA	NA	NA	3	9	11	161	NA	Y	N	Y	Y	NA	Female	NA	180	165	184.69	149.14	180.27	120.14	NA	NA	7.7	9	NA	NA	NA	NA	NA	164	"6/14/17"	TRUE	NA	NA	7.7	7.49	7.31	7.3	7.39	7.33	7.44	7.37	7.26	7.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Minor chip on edge of L3 marginal"		NA	NA	NA	NA	NA	FALSE	NA	Loam	92	17	NA	"South Potters"	NA	NA	103000000030911	103000000030911	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/12/17	2017	810	PM	NA	8	10	NA	NA	11	NA	NA	162	NA	N	Y	N	N	NA	Female	NA	NA	NA	165.41	NA	154.35	NA	NA	NA	2.7	7.8	NA	NA	NA	NA	NA	7757	"6/14/17"	TRUE	NA	NA	8.18	8.05	8.72	7.9	8.65	8.07	8.79	8.12	8.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA			NA	NA	NA	NA	NA	FALSE	NA	Loam	309	4	NA	"South Potters"	NA	NA	108100000110000	408100000110000	0	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/12/17	2017	1040	PM	NA	1	9	11	NA	3	NA	NA	163	NA	Y	Y	N	Y	NA	Female	NA	165	145	152.94	109.27	149.13	92.57	NA	NA	4.1	8.4	NA	NA	NA	NA	NA	176	"6/14/17"	TRUE	NA	NA	6.73	7.15	6.94	6.61	6.24	6.37	6.45	6.71	6.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Y	NA	NA	NA	"Slightly scoliotic- vert 3 raised on right sight and 1 extra bridge scute on both sides, re-filed, damage to left gular-looks like previous mark, 3 notch is crooked and ugly"		NA	NA	NA	NA	NA	FALSE	NA	Loam	230	7	NA	"South Potters"	NA	NA	101091100030000	101091100030000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/13/17	2017	617	PM	NA	1	9	12	NA	1	NA	NA	164	NA	Y	Y	N	Y	NA	Female	NA	177	147	162.22	116.82	153.19	93.74	NA	NA	3.4	8.3	NA	NA	NA	NA	NA	7731	"6/14/17"	TRUE	NA	NA	7.4	7.33	NA	6.94	7.4	7	7.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Re-filed; damage between 3/4 L marg., extra bridge scutes, 1st clutch"		NA	NA	NA	NA	NA	FALSE	NA	Loam	179	3	NA	"South Potters"	NA	NA	101091200010000	101091200010000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/13/17	2017	647	PM	NA	9	NA	NA	NA	8	NA	NA	165	NA	Y	Y	N	Y	NA	Female	NA	NA	NA	170.82	NA	162.3	NA	NA	NA	3.4	8.7	NA	NA	NA	NA	NA	7751	"6/14/17"	TRUE	NA	NA	8.73	8.32	8.54	8.24	8.58	8.71	8.82	8.73	7.93	8.21	8.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA			NA	NA	NA	NA	NA	FALSE	NA	Loam	59	18	NA	"South Potters"	NA	NA	109000000080000	109000000080000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/13/17	2017	711	PM	NA	2	11	12	NA	1	NA	NA	166	NA	Y	Y	N	Y	NA	Female	NA	178	157	166.47	121.53	156.78	102.77	NA	NA	7.5	9.4	NA	NA	NA	NA	NA	182	"6/14/17"	TRUE	NA	NA	6.71	6.75	6.93	6.72	6.77	6.9	6.89	6.91	6.55	7.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Circular scar between gular, chip on L9 marg."		NA	NA	NA	NA	NA	FALSE	NA	Loam	140	2	NA	"South Potters"	NA	NA	102111200010000	102111200010000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/13/17	2017	720	PM	NA	1	12	NA	NA	2	9	NA	167	NA	N	Y	N	N	NA	Female	NA	NA	NA	170.53	NA	156.08	NA	NA	NA	4.1	8.5	NA	NA	NA	NA	NA	7923	"6/14/17"	TRUE	NA	NA	7.79	7.76	7.84	7.54	7.78	7.74	8.05	8.16	7.96	7.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Damage to R2&3 marginal, 2nd clutch"		NA	NA	NA	NA	NA	FALSE	NA	LoamGravel	292	5	NA	"South Potters"	NA	NA	101120000020900	101120000020900	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/13/17	2017	727	PM	NA	1	3	12	NA	1	NA	NA	168	NA	Y	Y	N	Y	NA	Female	NA	161	145	152.67	116.34	141.12	93.53	NA	NA	5.8	8.7	NA	NA	NA	NA	NA	191	"6/14/17"	TRUE	NA	NA	5.9	6.4	5.61	6.27	6.04	5.73	6.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	6	"4 popped eggs on top, 3 additional buried eggs that were popped"		NA	NA	NA	NA	NA	FALSE	NA	Loam	50	3	NA	"South Potters"	NA	NA	101031200010000	101031200010000	0	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0
NA	6/13/17	2017	710	PM	NA	8	10	12	NA	1	NA	NA	169	NA	Y	N	Y	Y	NA	Female	NA	154	128	146.42	103.6	138.6	88.08	NA	NA	4.1	7.9	NA	NA	NA	NA	NA	7765	"6/14/17"	TRUE	NA	NA	6.06	5.92	6.09	5.9	6.21	6.23	5.73	6.07	5.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA			NA	NA	NA	NA	NA	FALSE	NA	Gravel	130	4	NA	"South Potters"	NA	NA	108101200010000	108101200010000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	6/13/17	2017	748	PM	NA	9	NA	NA	NA	11	NA	NA	170	NA	N	Y	N	N	NA	Female	NA	NA	NA	178.67	NA	172.37	NA	NA	NA	2.9	8	NA	NA	NA	NA	NA	193	"6/14/17"	TRUE	NA	NA	7.96	7.76	7.8	8.51	7.52	7.99	7.77	7.81	7.58	7.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA	"Chipped L2&3 marg."		NA	NA	NA	NA	NA	FALSE	NA	Loam	72	12	NA	"South Potters"	NA	NA	109000000110000	109000000110000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NA	7/10/17	2017	1223	PM	NA	8	9	NA	NA	10	NA	NA	171	NA	Y	Y	N	Y	NA	Female	NA	NA	NA	190.49	NA	180.54	NA	NA	NA	4.4	9.6	NA	NA	NA	NA	NA	190	"6/14/17"	TRUE	NA	NA	7.07	7.1	7.18	7.26	7.39	7.63	6.98	7.55	7.13	7.46	6.93	6.52	7.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	NA		NA	NA	NA	NA	NA	NA	FALSE	NA	Loam	10	72	NA		NA	NA	108090000100000	108090000100000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
